TARGET,AGE,GENDER,BALANCE,OCCUPATION,HOLDING_PERIOD,ACC_TYPE,LEN_OF_RLTN_IN_MNTH,NO_OF_CREDIT_TXNS,NO_OF_DEBIT_TXNS,NO_OF_ATM_DR_TXNS,NO_OF_CHQ_DR_TXNS,FLG_HAS_CC,AMT_ATM_DR,AMT_LOAN,AVG_AMT_PER_ATM_TXN,AVG_AMT_PER_CHQ_TXN,FLG_HAS_NOMINEE,FLG_HAS_OLD_LOAN
0,29,M,451670.37,SAL,25,SA,213,8,2,0,0,1,0,850040,0,0,1,1
0,50,M,39769.42,SELF-EMP,27,SA,141,14,3,0,0,0,0,698810,0,0,1,0
0,50,M,375261.46,SELF-EMP,16,SA,108,5,4,0,4,1,0,30480,0,7620,1,0
0,30,M,185489.94,SAL,8,SA,42,2,2,0,2,0,0,56910,0,28455,0,0
0,53,M,50618.02,SAL,29,CA,209,45,2,1,0,0,11300,90398,11300,0,1,0
0,31,M,94119.22,PROF,12,CA,207,35,21,2,5,1,28000,1258689,14000,145366,1,1
0,31,M,140148.61,PROF,11,CA,97,37,15,2,6,1,24100,1813281,12050,110231.67,1,1
1,51,M,1366564.05,PROF,13,SA,135,4,3,0,2,1,0,869630,0,40255,1,1
0,32,M,477346.71,SAL,12,SA,172,11,6,1,4,0,8400,647020,8400,21300,1,0
0,36,O,132584.39,PROF,16,CA,213,43,17,2,4,1,39600,623330,19800,2640,1,1
0,26,F,1016623.89,PROF,31,SA,109,11,4,3,1,0,32500,121120,10833.33,88620,1,1
0,38,F,653843.98,PROF,20,SA,114,8,5,1,2,0,16800,711417,16800,8875,1,1
0,51,F,3298282.18,SELF-EMP,4,CA,126,4,4,0,3,0,0,781440,0,11410,1,1
0,54,M,3868.99,SAL,3,SA,42,8,7,1,4,1,4300,1581131,4300,7870,1,0
0,48,M,15972.79,SENP,22,CA,113,17,1,0,0,0,0,172120,0,0,1,0
0,28,M,368730.21,SAL,4,SA,183,6,6,1,1,0,2900,1478870,2900,0,1,0
0,26,F,92624.56,SELF-EMP,16,SA,155,13,7,1,5,0,10600,80381,10600,12462,1,1
1,27,M,775053.78,SAL,10,SA,71,3,2,0,1,1,0,261080,0,0,1,1
0,32,M,2631511.45,SAL,19,SA,161,10,5,1,2,0,3700,546163,3700,38415,1,1
1,42,M,246214.55,PROF,5,SA,140,14,12,1,1,0,2600,1907406,2600,14440,1,1
0,27,M,12523.81,SAL,13,SA,80,3,2,0,1,0,0,931320,0,0,1,0
0,32,F,107862.34,SENP,21,SA,33,0,2,0,0,1,0,965350,0,0,1,1
0,54,M,297317.18,PROF,3,SA,206,14,8,1,6,0,4800,1038851,4800,29291.67,1,0
0,49,M,422526.64,SENP,28,SA,179,8,4,1,0,0,14300,702149,14300,0,1,1
0,36,M,95812.78,SAL,28,CA,80,33,4,1,0,0,11600,441320,11600,0,1,0
0,47,F,662257.55,SENP,15,SA,63,8,6,1,4,1,19300,199180,19300,24285,1,1
0,31,F,314599.66,SENP,22,SA,114,5,2,1,0,0,7300,44060,7300,0,1,0
0,39,M,432125.66,PROF,14,SA,149,8,5,1,1,1,13900,883345,13900,0,1,0
0,25,M,905697.11,SAL,23,SA,39,11,2,0,1,0,0,768380,0,71540,1,0
0,48,M,6204.62,PROF,10,SA,214,6,5,1,1,0,17400,767873,17400,0,1,1
0,50,F,341175.13,PROF,28,SA,219,12,3,1,0,0,3300,227633,3300,0,1,1
0,55,M,1610892.7,SAL,13,SA,113,3,2,0,2,0,0,71030,0,35515,1,0
0,25,M,43468.89,PROF,28,SA,212,8,1,0,1,0,0,20540,0,20540,1,1
0,38,M,805550.26,PROF,12,SA,46,2,1,0,1,0,0,89430,0,89430,1,1
0,26,M,1807.74,SAL,25,SA,110,7,2,1,0,0,5800,114810,5800,0,1,0
0,36,F,44996.16,PROF,7,SA,204,7,5,1,1,1,1400,1631714,1400,0,1,0
0,50,M,140634.41,SAL,9,SA,135,10,6,1,2,0,18800,1181751,18800,39285,1,1
0,41,M,12654.54,SELF-EMP,20,SA,37,12,6,1,4,1,14200,627470,14200,8902.5,1,0
1,44,M,175137.56,SELF-EMP,1,SA,185,7,5,1,4,1,7500,26090,7500,4647.5,1,1
0,51,M,49781.08,SAL,13,SA,38,5,5,1,1,0,7400,1790936,7400,0,1,1
1,33,M,288928.63,PROF,1,SA,214,8,6,1,1,0,3600,367539,3600,0,1,0
0,35,M,1191692.46,SAL,17,SA,96,5,6,1,4,1,12300,174310,12300,8672.5,0,0
0,32,M,495927.56,SAL,4,SA,218,7,7,1,4,0,2300,908940,2300,20955,1,0
0,30,M,1025700.4,SELF-EMP,22,SA,198,14,3,1,0,1,19700,371550,19700,0,1,0
0,31,F,273978.05,PROF,13,SA,77,4,3,0,2,0,0,223230,0,45755,1,1
0,22,M,872849.96,SAL,28,CA,123,12,1,0,0,0,0,137490,0,0,1,0
0,49,M,42398.01,SAL,20,SA,133,16,14,2,5,1,1700,326389,850,12982,1,1
0,40,F,55749.67,PROF,22,SA,145,12,3,0,0,0,0,299990,0,0,1,1
0,23,M,1611255.01,SELF-EMP,6,CA,97,6,6,1,2,1,2900,1086743,2900,10210,1,1
1,34,M,47283.21,PROF,5,CA,154,42,17,2,8,0,17700,1359224,8850,71890,1,0
0,25,F,128583.06,SELF-EMP,9,SA,156,4,6,1,1,0,12500,1179842,12500,0,0,1
0,55,M,295709.23,SAL,18,SA,136,6,5,1,2,0,17900,1214335,17900,40835,1,0
0,25,M,1098490.79,SENP,4,CA,52,22,29,3,8,0,13400,1518691,4466.67,7282.5,1,1
0,28,M,133320.52,PROF,29,SA,30,0,4,0,0,0,0,599308,0,0,1,1
0,35,M,712086.58,SAL,13,SA,43,11,6,1,2,0,5300,851464,5300,12685,1,0
0,41,M,115979.68,SAL,24,SA,166,18,1,0,0,0,0,783390,0,0,1,1
0,39,F,435077.4,SENP,7,SA,35,6,5,1,2,0,3600,1558025,3600,14720,1,0
1,36,M,120465.79,PROF,23,SA,79,18,4,3,0,1,24700,114607,8233.33,0,1,0
0,51,M,3225322.18,PROF,25,SA,193,4,1,0,0,0,0,680640,0,0,1,1
0,51,M,1242727.9,SAL,7,CA,85,31,18,2,8,0,3100,1513911,1550,55413.75,1,0
0,38,M,75805.47,SELF-EMP,19,SA,164,14,7,1,5,0,19500,1379691,19500,136662,1,0
0,51,M,655956.75,SELF-EMP,1,SA,110,5,4,0,1,0,0,146510,0,0,1,0
0,46,F,222646.67,PROF,20,CA,95,26,2,0,0,0,0,180881,0,0,1,1
0,50,M,72565.28,SAL,11,SA,53,7,7,1,4,1,18700,935333,18700,18255,1,1
0,35,M,1456311.55,SAL,13,SA,63,4,6,1,2,0,19600,868210,19600,12375,1,1
0,31,M,119690.33,SAL,30,CA,217,47,3,0,1,1,0,773610,0,67880,1,0
0,47,M,72585.66,SENP,17,SA,55,0,0,0,0,0,0,0,0,0,1,1
0,42,M,1427270.33,PROF,15,SA,111,7,5,1,2,0,3300,553609,3300,49225,0,0
0,50,M,2168780.41,SENP,23,CA,121,31,3,1,0,0,7800,301990,7800,0,1,1
0,42,M,85881.93,SELF-EMP,22,SA,220,2,3,0,0,0,0,142390,0,0,1,0
0,32,M,3337.7,SAL,11,CA,183,16,21,2,4,1,34800,1453896,17400,20042.5,1,1
0,52,M,336207.31,SAL,26,CA,74,12,4,1,2,1,11100,960809,11100,28205,1,0
0,39,F,17375.06,SENP,7,SA,82,14,7,1,4,0,11500,870860,11500,24360,1,1
1,46,F,426903.99,SENP,3,SA,127,0,0,0,0,0,0,0,0,0,1,0
0,30,M,200734.15,SENP,15,SA,142,8,6,1,4,1,12100,412320,12100,23777.5,1,1
0,43,F,175633.84,SENP,11,SA,173,20,16,2,4,0,17100,650754,8550,15890,1,1
0,22,F,95635.88,SELF-EMP,12,SA,78,16,15,2,5,0,2900,2109007,1450,188846,1,0
0,47,F,240058.1,SENP,21,SA,66,10,4,2,1,1,27000,1009350,13500,66680,1,0
0,41,F,58510.56,SENP,29,SA,144,3,1,0,0,0,0,287148,0,0,0,1
0,30,M,835353.81,SENP,14,SA,182,14,7,1,2,0,17600,1865019,17600,24985,1,0
0,44,F,487604.67,SAL,8,SA,91,9,5,1,4,0,13500,24790,13500,2822.5,1,0
0,41,F,1969761.77,PROF,16,SA,220,0,0,0,0,1,0,0,0,0,1,0
0,51,M,1456311.55,SAL,6,SA,100,6,4,0,3,0,0,77920,0,25506.67,1,0
0,49,M,149802.74,PROF,21,SA,183,14,2,1,0,0,800,505450,800,0,1,1
0,35,M,227621.31,SENP,22,SA,141,18,2,0,0,0,0,1100740,0,0,1,0
0,51,M,312298.24,PROF,17,SA,155,0,0,0,0,0,0,0,0,0,1,1
0,22,M,24649.26,PROF,31,CA,69,18,2,1,0,0,19300,769770,19300,0,1,1
0,39,M,175093.58,PROF,25,SA,179,8,3,0,0,0,0,880347,0,0,1,1
0,46,M,305957.18,SAL,10,SA,105,0,0,0,0,1,0,0,0,0,1,1
0,51,M,681748.34,SENP,21,SA,215,4,3,0,0,0,0,950232,0,0,1,1
1,36,M,97731.5,SELF-EMP,6,SA,195,19,15,2,2,1,37800,1209650,18900,11655,1,0
0,50,M,668819.45,PROF,21,SA,42,11,1,1,0,1,17900,17900,17900,0,1,1
0,27,M,249293.07,SAL,16,SA,53,14,6,1,4,1,19000,548200,19000,21837.5,1,0
0,55,M,176581.09,PROF,27,SA,135,13,2,0,0,0,0,778467,0,0,1,1
0,36,M,224689.47,SELF-EMP,29,SA,178,3,3,0,0,1,0,219850,0,0,0,1
0,48,M,145656.92,PROF,1,SA,146,6,5,1,2,0,9700,847221,9700,20110,1,0
1,26,M,306150.31,PROF,17,SA,40,19,14,2,5,1,9100,2330376,4550,102800,1,1
0,34,M,1563758.91,SELF-EMP,1,SA,58,4,3,0,3,0,0,47700,0,15900,1,1
0,31,M,460900.28,SAL,6,SA,144,6,6,1,2,1,4600,1511671,4600,22840,1,1
0,44,M,63380.36,PROF,11,SA,38,8,6,1,2,1,19300,507244,19300,35140,1,1
0,54,M,1076226.75,SENP,1,SA,160,4,6,1,4,0,11600,863300,11600,19297.5,1,1
0,36,M,241283.08,SAL,19,CA,77,33,19,2,4,1,1400,1595317,700,20672.5,1,1
1,38,F,853363.95,SAL,27,CA,62,13,2,0,1,0,0,503760,0,86510,1,0
1,52,F,1683750.31,PROF,21,SA,213,18,2,0,0,0,0,629184,0,0,1,0
0,51,M,109889.05,SAL,29,SA,32,7,1,0,0,0,0,627506,0,0,1,0
0,36,M,697522.89,SAL,25,SA,155,0,1,0,0,0,0,878970,0,0,1,1
0,36,M,1055064.76,SELF-EMP,14,SA,144,14,7,1,2,0,3000,529066,3000,13285,1,0
0,32,M,85164.12,PROF,19,SA,160,5,6,1,1,1,15500,930193,15500,0,1,1
0,35,F,521149.63,PROF,25,CA,144,4,3,1,0,0,18300,1394801,18300,0,1,1
1,37,M,12824.56,SELF-EMP,13,SA,202,14,14,2,4,0,7800,918420,3900,4555,1,1
0,55,F,88781.81,SENP,15,SA,99,19,15,2,1,1,27600,1326729,13800,38930,1,1
1,25,M,124832.55,SENP,4,CA,189,31,18,2,7,1,26400,1504343,13200,125880,1,1
0,52,M,154177.26,SAL,9,SA,117,11,9,1,7,0,14300,553306,14300,67064.29,1,1
0,47,M,5026707.21,SENP,9,SA,78,12,6,1,4,0,6200,592674,6200,7812.5,1,0
1,44,M,12531.87,SENP,12,SA,70,6,6,1,4,0,16300,139770,16300,21460,1,1
0,35,M,44688.71,SELF-EMP,1,CA,29,14,4,0,1,0,0,93450,0,0,0,1
0,54,F,310402.7,SENP,21,SA,98,12,4,0,0,1,0,520750,0,0,1,1
0,38,M,313053.85,SELF-EMP,1,SA,201,5,4,0,3,1,0,295100,0,19200,1,1
0,30,M,170289.15,PROF,26,SA,78,16,1,0,1,0,0,30060,0,30060,1,1
0,43,M,845989.93,PROF,14,SA,112,12,6,1,4,0,14700,197810,14700,11407.5,1,1
0,55,M,48489.47,SAL,21,SA,103,4,3,0,0,1,0,809396,0,0,1,1
0,28,M,607622.71,SELF-EMP,2,SA,72,4,3,0,1,0,0,599520,0,0,1,0
1,44,M,16195.6,SELF-EMP,7,SA,128,13,7,1,5,0,18900,1191101,18900,178452,1,0
0,32,M,1419566.12,SENP,18,SA,134,2,1,0,1,0,0,69910,0,69910,1,0
0,25,M,3263253.19,PROF,3,SA,199,12,6,1,1,0,9000,1622828,9000,0,1,1
0,42,O,11746.44,SAL,6,CA,195,34,20,2,9,0,40300,2560811,20150,146151.11,1,1
0,39,M,154800.18,SAL,23,SA,149,5,4,1,0,0,100,987730,100,0,1,0
0,33,M,156266.12,SAL,13,SA,46,6,6,1,4,0,11400,451360,11400,8412.5,1,1
0,40,M,47871.26,SAL,5,CA,41,47,19,2,2,1,34300,1015233,17150,34055,1,1
0,33,M,15922.29,SAL,14,SA,129,5,5,1,1,0,12400,916798,12400,0,1,1
0,36,M,36706.45,SAL,5,SA,43,0,0,0,0,0,0,0,0,0,1,1
0,32,M,820931.13,SAL,12,SA,34,5,5,1,2,0,15600,783810,15600,41795,1,0
0,39,F,5246.22,SENP,9,SA,59,3,2,0,2,0,0,95970,0,47985,1,1
0,52,F,1389414.05,PROF,6,SA,89,18,14,2,1,0,43600,660079,21800,95540,1,0
1,43,M,18085.23,SAL,10,CA,66,31,18,2,11,1,20500,5447172,10250,402598.18,1,1
0,35,M,98608.27,SELF-EMP,28,SA,124,6,3,1,0,0,13800,1152872,13800,0,0,0
0,45,M,437080.55,PROF,12,CA,147,30,28,3,11,0,14800,3970656,4933.33,197390.91,1,1
0,51,F,464491.55,SENP,23,CA,151,8,4,4,0,1,75900,75900,18975,0,1,0
0,30,F,595259.86,SELF-EMP,8,SA,59,9,5,1,1,0,4600,833521,4600,0,1,0
0,26,M,2437011.74,SENP,30,CA,179,14,2,0,1,1,0,587610,0,79220,1,1
0,30,M,108329.5,PROF,26,SA,179,5,2,1,0,0,2000,625220,2000,0,1,0
0,33,M,26685.01,PROF,26,SA,98,4,2,0,0,0,0,629355,0,0,1,0
0,28,M,63435.66,PROF,10,SA,117,6,6,1,2,1,9000,369390,9000,14995,1,1
1,29,M,280111.73,SAL,3,CA,213,40,16,2,9,1,29800,1228864,14900,58758.89,1,0
0,30,M,91175.4,PROF,4,SA,41,6,5,1,2,1,19300,1676317,19300,13725,1,1
0,27,M,187351.41,SELF-EMP,13,SA,43,4,3,0,2,0,0,392240,0,29520,1,1
0,23,M,238027.84,SELF-EMP,26,SA,159,10,4,1,0,0,11500,1299160,11500,0,1,1
0,29,M,508667.4,SELF-EMP,9,SA,159,14,8,1,6,0,18400,1113210,18400,137088.33,1,1
1,40,M,252180.38,SENP,31,SA,106,14,2,1,0,1,17800,549700,17800,0,1,0
0,37,M,56966.57,PROF,27,SA,90,11,1,0,0,0,0,440590,0,0,1,0
0,38,M,560337.59,PROF,10,SA,102,2,2,0,1,0,0,747030,0,0,1,1
0,50,F,15257.82,SENP,26,SA,202,0,3,1,0,0,17400,56470,17400,0,1,0
0,33,M,29236.05,PROF,30,SA,198,16,1,0,0,0,0,507000,0,0,1,0
0,52,M,13683.16,SELF-EMP,7,SA,160,7,5,1,2,0,11300,1038756,11300,6540,1,1
0,55,M,1610892.7,SAL,13,SA,113,3,2,0,2,0,0,71030,0,35515,1,0
0,37,F,1072265.43,SENP,17,CA,73,17,22,2,6,0,29000,1206472,14500,8273.33,0,0
0,31,M,157442.28,SAL,4,SA,38,6,5,1,2,1,19500,797099,19500,20730,1,1
0,40,M,3288447.33,SAL,31,SA,209,4,2,1,0,0,2700,229690,2700,0,1,0
0,25,F,1202916.14,SENP,28,SA,206,10,4,0,0,1,0,288550,0,0,1,0
0,26,F,1581353.78,SAL,7,SA,189,6,6,1,2,0,19600,1685836,19600,30910,1,1
0,43,M,819593.78,SAL,12,CA,76,34,20,2,8,0,3500,658693,1750,50541.25,1,1
0,29,M,68365.89,SENP,30,SA,181,8,1,1,0,0,12100,12100,12100,0,1,1
1,39,M,7095.59,SENP,23,CA,189,15,4,0,0,0,0,427316,0,0,1,0
0,52,M,145683.31,PROF,15,SA,63,6,6,1,1,0,10800,1109029,10800,0,1,0
0,36,M,45416.29,PROF,28,CA,79,19,2,0,1,1,0,156230,0,73980,0,0
0,46,F,37544.18,PROF,24,CA,89,9,4,0,0,0,0,631890,0,0,1,1
0,50,M,668819.45,PROF,21,SA,42,11,1,1,0,1,17900,17900,17900,0,1,1
0,55,F,46491.43,SAL,29,SA,192,7,4,2,0,0,38900,1128745,19450,0,1,1
0,27,M,652140.65,SAL,19,SA,70,18,14,2,0,0,40800,1782460,20400,0,1,0
0,28,F,2678522.21,SAL,2,SA,63,10,5,1,2,0,15700,1484676,15700,23895,1,0
0,50,F,2445200.6,SAL,27,CA,152,19,4,1,0,1,4300,600590,4300,0,1,1
0,28,M,54681.29,SAL,17,SA,215,16,14,2,2,0,4800,1428484,2400,28155,1,0
1,33,F,334021.16,SENP,1,SA,147,12,6,1,4,0,500,206470,500,9195,1,1
0,51,F,589994.63,SENP,3,CA,140,22,29,3,4,1,26000,1081317,8666.67,22010,0,1
0,29,M,172332.66,SELF-EMP,4,SA,129,14,8,1,6,0,13100,1093869,13100,45165,1,0
0,40,M,72180.67,SAL,1,SA,116,6,5,1,1,0,5700,1000161,5700,0,1,1
0,30,M,585007.41,SAL,9,SA,126,6,6,1,4,0,16500,345110,16500,11315,1,0
0,31,M,1323652.03,SAL,7,SA,165,6,6,1,2,0,400,986087,400,19650,1,0
0,48,M,6204.62,PROF,10,SA,214,6,5,1,1,0,17400,767873,17400,0,1,1
0,41,F,6489.22,SENP,4,SA,109,8,6,1,2,0,19800,1450453,19800,47605,0,1
1,43,F,75985.16,PROF,19,SA,31,18,14,2,2,0,48900,1506139,24450,9880,1,1
0,35,F,607516.37,SENP,12,SA,32,14,7,1,4,1,10500,1002664,10500,19467.5,0,1
0,52,M,463.78,SAL,25,SA,65,6,1,0,0,0,0,653340,0,0,1,1
0,44,M,41829.44,SAL,25,SA,37,20,4,1,0,0,15900,41140,15900,0,0,0
0,38,F,707671.53,SENP,21,SA,58,10,2,0,0,1,0,565400,0,0,1,0
0,35,F,84069.95,PROF,15,SA,120,11,6,1,2,0,6900,457291,6900,19930,1,1
0,23,M,893523.05,PROF,10,SA,207,12,6,1,1,0,3800,926221,3800,0,1,1
0,32,M,60209.17,SAL,24,CA,143,48,4,3,0,0,34800,86182,11600,0,1,1
0,34,M,108284.75,SELF-EMP,8,SA,76,6,6,1,4,0,2700,215320,2700,15722.5,1,0
0,54,F,58006.45,SELF-EMP,4,SA,149,0,0,0,0,0,0,0,0,0,1,1
0,55,F,534315.76,PROF,30,SA,204,10,2,1,0,0,10400,19472,10400,0,1,1
0,48,M,68717.62,SELF-EMP,3,SA,214,8,6,1,1,0,10000,681077,10000,0,1,0
0,26,M,233733.91,SENP,16,SA,98,10,6,1,1,0,2100,1041794,2100,0,1,0
0,27,M,290209.53,SELF-EMP,31,SA,183,8,4,2,0,0,7500,848278,3750,0,1,1
0,44,F,24947.98,PROF,24,SA,115,11,2,2,0,0,40000,40000,20000,0,1,1
0,23,M,2837493.33,PROF,18,CA,192,41,16,2,5,0,17900,989506,8950,12714,1,0
1,35,M,951135.07,SENP,8,SA,119,2,1,0,1,0,0,89020,0,89020,1,1
0,46,F,42194.21,PROF,22,SA,69,10,4,1,1,1,19300,1228761,19300,38900,1,0
0,51,M,23824.09,PROF,12,SA,121,6,6,1,4,0,13100,546160,13100,18447.5,1,1
0,54,M,28421.82,SAL,21,SA,116,7,1,0,0,1,0,897110,0,0,1,1
0,50,M,181226.09,SENP,6,SA,127,12,6,1,4,1,11800,555730,11800,22665,1,1
1,32,M,131411.26,SELF-EMP,4,SA,207,8,5,1,4,0,15400,114520,15400,24780,0,1
0,43,M,10168.5,SAL,27,SA,114,8,4,1,0,0,6700,332673,6700,0,1,0
0,37,M,335527.39,SELF-EMP,9,SA,206,20,14,2,4,0,34400,1724959,17200,46852.5,1,1
0,48,M,424778.14,PROF,22,SA,125,10,2,0,0,0,0,165032,0,0,1,0
0,43,M,396794.23,SELF-EMP,26,CA,205,68,4,2,0,1,15400,124557,7700,0,1,0
0,53,M,96680.35,PROF,14,SA,118,12,6,1,4,0,5600,137280,5600,6805,1,1
0,49,M,13430.12,SAL,16,CA,70,51,21,2,7,1,44200,1547409,22100,46081.43,1,1
0,24,F,93781.38,SELF-EMP,18,CA,177,4,4,0,2,0,0,190430,0,45600,1,0
0,40,F,34634.13,PROF,12,SA,71,8,5,1,1,1,5700,939699,5700,0,1,1
0,42,F,81154.24,SENP,20,SA,141,2,1,0,1,0,0,52380,0,52380,1,0
0,54,M,15890.87,SAL,17,SA,37,5,6,1,4,1,4800,1077890,4800,18532.5,1,0
1,38,M,1112859.88,SELF-EMP,15,SA,132,14,7,1,2,0,12500,1171816,12500,36860,1,0
0,46,M,68080.82,SAL,15,SA,91,5,6,1,2,0,4100,879088,4100,22530,1,0
0,41,F,1661279.69,PROF,3,SA,43,0,0,0,0,0,0,0,0,0,1,0
0,53,F,428706.09,PROF,6,SA,216,13,7,1,4,0,2400,319787,2400,10010,1,1
0,51,F,123313.36,SENP,19,CA,201,14,17,2,8,1,35000,1504539,17500,91952.5,1,1
0,29,M,103562.52,SENP,6,SA,63,4,5,1,2,0,17700,580016,17700,7405,0,0
0,50,M,1614945.02,SENP,18,SA,204,4,3,0,2,0,0,462430,0,13465,0,1
0,51,M,17858.01,SAL,2,CA,170,35,21,2,9,0,4600,5312700,2300,413307.78,1,0
0,32,F,268357.5,PROF,18,SA,61,4,3,0,2,1,0,710090,0,5225,1,0
0,30,M,204458.6,PROF,14,SA,177,6,6,1,4,0,6200,786845,6200,2645,0,1
0,33,F,1619729.13,SENP,6,SA,159,4,3,0,3,0,0,37100,0,12366.67,1,0
0,51,M,433210.55,SAL,28,SA,176,3,4,1,0,0,1100,344933,1100,0,1,1
1,35,F,295054.63,PROF,9,CA,128,39,16,2,9,0,6000,405919,3000,11055.56,1,0
0,31,F,2560914.36,SENP,21,SA,143,5,3,0,0,1,0,160560,0,0,1,1
0,22,F,1856642.49,SENP,13,SA,201,3,2,0,2,0,0,22400,0,11200,1,0
0,24,M,57393.97,SAL,15,SA,125,11,9,1,3,0,4600,270742,4600,0,1,1
0,46,M,0,PROF,24,CA,108,40,1,1,0,0,5200,5200,5200,0,1,1
0,42,M,8864.88,SAL,2,CA,114,65,64,19,1,0,141900,1128165,7468.42,60770,1,0
0,55,F,1181496.44,PROF,19,SA,141,0,0,0,0,0,0,0,0,0,1,1
0,32,M,172428.48,SELF-EMP,22,SA,153,2,1,1,0,0,7600,7600,7600,0,1,1
0,28,F,950605.32,SENP,7,SA,151,6,4,0,4,0,0,83050,0,20762.5,1,0
0,54,M,1097508.8,PROF,24,SA,39,8,2,1,0,0,15000,454010,15000,0,1,1
0,34,M,174145.64,PROF,10,SA,140,7,5,1,2,0,11100,721819,11100,26695,1,0
0,35,M,14691.4,PROF,1,SA,184,0,0,0,0,1,0,0,0,0,0,1
0,48,M,337060.53,PROF,17,SA,79,5,5,1,1,0,12900,705130,12900,0,1,1
0,53,M,62024.15,SAL,6,SA,88,2,2,0,1,0,0,486620,0,0,1,0
0,33,F,1872297.41,SELF-EMP,23,SA,31,10,2,1,0,0,10900,713960,10900,0,1,0
0,35,M,329218.9,SELF-EMP,14,SA,134,18,14,2,6,0,41700,1047410,20850,9876.67,1,1
0,35,M,66901.12,SAL,6,SA,76,17,14,2,4,1,6000,546572,3000,13445,1,0
0,54,M,907201.1,PROF,21,SA,147,14,3,0,2,0,0,867590,0,16870,0,1
0,41,M,166649.32,SAL,14,SA,217,5,6,1,2,0,8600,332810,8600,22475,1,1
0,46,M,85503.06,SENP,30,SA,151,3,4,0,0,1,0,1700324,0,0,1,0
0,54,M,99358.44,SELF-EMP,24,SA,44,7,1,0,0,1,0,682900,0,0,0,0
1,30,F,514834.46,SAL,14,CA,72,18,3,0,0,1,0,523450,0,0,1,0
0,49,M,436237.67,SAL,17,SA,87,5,6,1,1,0,6600,1736271,6600,0,1,1
0,23,F,1218477.22,SENP,20,SA,32,3,2,0,2,0,0,15710,0,7855,0,1
0,34,F,3816559.58,SAL,3,CA,151,35,21,2,4,0,17500,2174287,8750,221582.5,0,1
0,41,M,4622.41,SELF-EMP,17,SA,168,8,6,1,4,0,18300,554410,18300,6190,1,0
0,30,F,91173.94,SENP,13,SA,126,8,5,1,2,1,5200,1107391,5200,15375,1,0
0,27,M,849599.06,SAL,1,SA,211,16,15,2,7,1,43900,1887176,21950,92597.14,1,1
0,26,M,614223.88,PROF,6,SA,95,9,5,1,1,0,17700,743989,17700,0,1,1
0,31,M,102467.74,SENP,25,SA,69,2,3,2,1,0,35600,122150,17800,86550,1,0
0,34,F,848666.46,SELF-EMP,9,CA,212,20,26,3,11,0,16200,3515873,5400,253860.91,1,0
0,51,M,159096.66,SAL,1,CA,40,49,20,2,9,0,22300,1369153,11150,119966.67,1,1
1,44,M,8568.71,SELF-EMP,3,SA,198,7,6,1,4,0,6400,208690,6400,18262.5,1,1
0,27,O,2403368.47,PROF,15,CA,153,65,4,1,0,0,2200,1003813,2200,0,1,1
0,33,M,30636.09,PROF,28,SA,145,15,1,0,0,1,0,910150,0,0,1,1
0,41,M,27221.26,SELF-EMP,22,SA,197,5,2,0,0,0,0,756573,0,0,1,0
0,27,M,764040.59,SENP,30,SA,115,13,1,0,0,0,0,77942,0,0,1,1
0,25,M,1044526.8,SAL,4,SA,191,11,5,1,2,1,9200,854045,9200,30945,1,0
0,54,M,90007.27,SENP,12,SA,114,4,3,0,2,1,0,576270,0,13265,1,1
0,48,M,259464.43,SENP,4,SA,137,10,5,1,2,0,6900,1393796,6900,40065,1,1
0,46,M,361743.51,SAL,31,SA,133,2,4,2,0,0,45100,888560,22550,0,1,0
0,44,M,804753.16,SENP,2,SA,85,13,7,1,4,0,11600,812894,11600,13635,1,0
1,49,M,78757.41,SELF-EMP,19,CA,94,12,14,2,1,0,28600,768289,14300,79070,1,0
0,25,M,4290080.55,SAL,22,SA,84,7,2,0,0,0,0,830620,0,0,0,0
0,54,M,46437.58,SELF-EMP,18,SA,117,14,7,1,2,0,16800,340451,16800,6110,1,1
0,54,M,22926.49,SAL,10,SA,218,11,10,1,3,1,11200,622736,11200,0,1,0
0,36,M,306391.97,SAL,14,SA,114,4,3,0,2,0,0,116230,0,34605,1,0
1,25,M,85709.99,SELF-EMP,3,SA,149,9,6,1,2,0,8800,1517717,8800,15185,1,0
0,53,M,315178.6,PROF,15,CA,171,67,3,1,0,0,4600,924320,4600,0,1,1
0,27,M,253682.57,PROF,24,CA,34,11,1,1,0,1,16500,16500,16500,0,1,1
0,55,F,445892.67,SAL,9,SA,177,12,6,1,2,1,16000,699673,16000,13390,1,0
0,51,M,279656.44,SELF-EMP,10,SA,115,16,14,2,2,0,33600,1692588,16800,37335,1,0
0,28,M,445470.22,SENP,19,CA,197,10,10,1,3,0,700,601900,700,0,1,1
0,33,M,493387.3,SAL,16,SA,50,5,6,1,2,0,7300,1219767,7300,29770,1,0
0,47,M,1793978.25,SELF-EMP,6,SA,160,10,5,1,2,1,4600,1104798,4600,47160,1,0
0,44,M,182014.32,SELF-EMP,13,SA,45,0,0,0,0,0,0,0,0,0,1,0
1,29,M,169788.3,SAL,6,SA,141,14,7,1,4,0,14700,1853766.7,14700,23107.5,1,0
0,32,M,7810.72,SELF-EMP,8,SA,53,10,6,1,1,0,16600,809611,16600,0,1,0
0,39,M,243600.46,SAL,4,CA,149,6,6,1,4,1,1400,647528,1400,9565,1,1
0,30,M,247156.07,PROF,6,CA,113,16,21,2,10,0,45700,2405961,22850,108880,1,0
